timestamp,hour,day_of_year,temperature,humidity,cloud_cover,wind_speed,irradiance,solar_output
2023-02-26 01:00:00,1,57,17.06,75.36,0.903,4.82,0.0,0.0
2023-02-26 02:00:00,2,57,15.53,66.58,0.466,3.23,22.35,0.0
2023-02-26 03:00:00,3,57,13.72,63.41,0.233,3.51,8.3,0.0
2023-02-26 04:00:00,4,57,14.66,67.87,0.596,4.63,34.41,0.0
2023-02-26 05:00:00,5,57,13.96,64.24,0.371,3.03,0.0,0.0
2023-02-26 06:00:00,6,57,15.15,69.03,0.339,4.51,23.05,0.0
2023-02-26 07:00:00,7,57,16.25,77.47,0.518,4.66,52.75,26.027
2023-02-26 08:00:00,8,57,16.79,50.87,0.11,3.76,168.84,75.287
2023-02-26 09:00:00,9,57,16.47,59.34,0.472,3.58,207.68,93.896
2023-02-26 10:00:00,10,57,22.96,58.24,0.815,5.19,218.9,96.488
2023-02-26 11:00:00,11,57,20.9,38.48,0.497,6.15,355.77,162.177
2023-02-26 12:00:00,12,57,21.64,41.33,0.312,3.85,508.64,229.309
2023-02-26 13:00:00,13,57,20.32,40.12,0.283,5.09,529.26,239.369
2023-02-26 14:00:00,14,57,18.2,50.31,0.304,3.13,450.62,202.08
2023-02-26 15:00:00,15,57,19.64,54.47,0.339,3.22,356.71,159.587
2023-02-26 16:00:00,16,57,18.17,52.89,0.311,5.78,288.04,129.941
2023-02-26 17:00:00,17,57,18.36,68.43,0.596,5.44,98.59,46.214
2023-02-26 18:00:00,18,57,17.14,56.27,0.013,4.03,37.28,17.336
2023-02-26 19:00:00,19,57,16.15,77.28,0.584,4.74,0.0,0.0
2023-02-26 20:00:00,20,57,16.48,66.72,0.311,5.06,16.82,0.0
2023-02-26 21:00:00,21,57,17.71,75.04,0.477,5.98,0.0,0.0
2023-02-26 22:00:00,22,57,15.59,68.93,0.147,2.61,11.74,0.0
2023-02-26 23:00:00,23,57,16.65,77.32,0.687,4.23,0.0,0.0
2023-02-27 00:00:00,0,58,15.84,69.49,0.66,6.25,20.03,0.0
2023-02-27 01:00:00,1,58,12.25,69.84,0.597,3.73,20.63,0.0
2023-02-27 02:00:00,2,58,14.87,64.82,0.053,3.21,0.0,0.0
2023-02-27 03:00:00,3,58,13.8,75.84,0.568,3.67,0.0,0.0
2023-02-27 04:00:00,4,58,15.45,70.29,0.475,4.41,8.72,0.0
2023-02-27 05:00:00,5,58,13.91,59.1,0.033,3.42,21.11,0.0
2023-02-27 06:00:00,6,58,16.01,68.57,0.381,3.49,1.69,0.0
2023-02-27 07:00:00,7,58,17.35,64.67,0.466,3.41,33.38,13.25
2023-02-27 08:00:00,8,58,19.2,59.24,0.508,4.52,121.41,54.093
2023-02-27 09:00:00,9,58,21.18,63.08,0.425,4.61,220.76,99.1
2023-02-27 10:00:00,10,58,17.35,46.79,0.45,5.34,314.11,142.364
2023-02-27 11:00:00,11,58,18.84,53.65,0.71,5.95,273.19,124.251
2023-02-27 12:00:00,12,58,25.44,49.09,0.656,3.85,343.95,156.362
2023-02-27 13:00:00,13,58,22.56,29.08,0.0,3.31,674.23,304.169
2023-02-27 14:00:00,14,58,20.98,36.92,0.316,5.32,436.84,198.826
2023-02-27 15:00:00,15,58,19.91,46.76,0.35,4.67,368.18,166.141
2023-02-27 16:00:00,16,58,18.67,35.03,0.001,4.57,346.48,159.185
2023-02-27 17:00:00,17,58,14.5,67.72,0.407,5.87,122.97,55.001
2023-02-27 18:00:00,18,58,14.72,68.14,0.661,4.65,9.0,3.289
2023-02-27 19:00:00,19,58,14.93,60.72,0.147,2.77,3.43,0.0
2023-02-27 20:00:00,20,58,14.03,75.32,0.46,3.4,0.0,0.0
2023-02-27 21:00:00,21,58,14.22,62.99,0.185,2.84,5.59,0.0
2023-02-27 22:00:00,22,58,18.94,68.02,0.238,4.64,0.0,0.0
2023-02-27 23:00:00,23,58,14.72,71.36,0.711,4.14,0.0,0.0
2023-02-28 00:00:00,0,59,15.62,65.39,0.258,5.5,16.13,0.0
2023-02-28 01:00:00,1,59,15.56,74.43,0.479,5.17,2.93,0.0
2023-02-28 02:00:00,2,59,16.08,55.69,0.0,4.87,2.58,0.0
2023-02-28 03:00:00,3,59,14.48,78.38,0.787,5.66,0.0,0.0
2023-02-28 04:00:00,4,59,17.07,58.12,0.51,3.88,11.37,0.0
2023-02-28 05:00:00,5,59,15.87,73.07,0.337,3.35,0.0,0.0
2023-02-28 06:00:00,6,59,13.27,67.3,0.504,5.56,11.67,0.0
2023-02-28 07:00:00,7,59,15.82,57.66,0.067,2.17,37.51,19.067
2023-02-28 08:00:00,8,59,17.24,62.7,0.638,6.22,82.63,39.572
2023-02-28 09:00:00,9,59,18.53,46.03,0.306,2.85,255.2,114.506
2023-02-28 10:00:00,10,59,20.72,41.56,0.333,4.64,372.18,169.611
2023-02-28 11:00:00,11,59,21.7,44.9,0.269,3.84,459.3,210.025
2023-02-28 12:00:00,12,59,21.92,43.05,0.25,4.46,556.43,251.158
2023-02-28 13:00:00,13,59,21.66,41.39,0.53,5.67,371.8,168.284
2023-02-28 14:00:00,14,59,20.87,48.28,0.434,3.42,398.59,179.358
2023-02-28 15:00:00,15,59,16.73,53.37,0.521,6.14,314.86,143.128
2023-02-28 16:00:00,16,59,20.02,50.4,0.376,4.73,252.42,116.403
2023-02-28 17:00:00,17,59,18.23,53.77,0.49,4.37,114.14,51.691
2023-02-28 18:00:00,18,59,14.51,62.26,0.285,5.65,53.94,23.778
2023-02-28 19:00:00,19,59,15.62,79.19,0.868,6.61,0.0,0.0
2023-02-28 20:00:00,20,59,16.17,60.36,0.033,2.57,0.0,0.0
2023-02-28 21:00:00,21,59,16.96,70.14,0.655,3.9,0.0,0.0
2023-02-28 22:00:00,22,59,15.97,75.9,0.678,6.46,13.26,0.0
2023-02-28 23:00:00,23,59,15.68,70.13,0.19,4.23,8.4,0.0
2023-03-01 00:00:00,0,60,16.72,73.34,0.859,5.54,8.44,0.0
2023-03-01 01:00:00,1,60,14.84,70.27,0.588,3.7,1.95,0.0
2023-03-01 02:00:00,2,60,15.92,85.37,0.583,5.08,1.22,0.0
2023-03-01 03:00:00,3,60,14.37,68.96,0.375,3.75,1.62,0.0
2023-03-01 04:00:00,4,60,16.97,60.09,0.321,3.38,4.57,0.0
2023-03-01 05:00:00,5,60,12.89,64.07,0.323,3.98,1.95,0.0
2023-03-01 06:00:00,6,60,16.53,65.31,0.455,3.24,0.0,0.0
2023-03-01 07:00:00,7,60,16.11,72.18,0.677,5.49,0.0,0.0
2023-03-01 08:00:00,8,60,19.05,60.15,0.409,4.89,163.12,73.557
2023-03-01 09:00:00,9,60,17.78,44.97,0.168,4.51,293.92,130.749
2023-03-01 10:00:00,10,60,20.2,60.45,0.55,3.44,285.35,128.954
2023-03-01 11:00:00,11,60,20.94,48.76,0.572,3.96,358.21,163.826
2023-03-01 12:00:00,12,60,21.9,43.19,0.513,5.6,408.19,182.017
2023-03-01 13:00:00,13,60,19.68,39.77,0.533,5.06,371.86,167.508
2023-03-01 14:00:00,14,60,21.8,38.62,0.309,2.8,441.62,198.838
2023-03-01 15:00:00,15,60,17.29,37.23,0.165,4.6,443.07,200.188
2023-03-01 16:00:00,16,60,17.95,47.39,0.178,3.69,310.12,141.601
2023-03-01 17:00:00,17,60,15.26,46.19,0.009,2.81,181.03,81.083
2023-03-01 18:00:00,18,60,17.33,69.08,0.421,5.32,31.5,13.919
2023-03-01 19:00:00,19,60,15.9,64.09,0.351,3.96,0.58,0.0
2023-03-01 20:00:00,20,60,15.99,69.64,0.272,4.04,3.71,0.0
2023-03-01 21:00:00,21,60,17.51,62.46,0.0,4.58,6.31,0.0
2023-03-01 22:00:00,22,60,14.83,65.12,0.095,2.69,0.0,0.0
2023-03-01 23:00:00,23,60,16.22,76.79,0.616,5.24,10.51,0.0
2023-03-02 00:00:00,0,61,15.51,74.25,0.214,2.85,8.91,0.0
2023-03-02 01:00:00,1,61,15.28,64.55,0.44,6.03,13.08,0.0
2023-03-02 02:00:00,2,61,17.37,65.32,0.054,3.07,11.56,0.0
2023-03-02 03:00:00,3,61,18.53,75.53,0.677,6.42,11.18,0.0
2023-03-02 04:00:00,4,61,14.76,71.89,0.329,3.92,0.0,0.0
2023-03-02 05:00:00,5,61,16.66,69.04,0.424,5.6,0.0,0.0
2023-03-02 06:00:00,6,61,15.89,83.32,0.872,6.47,0.0,0.0
2023-03-02 07:00:00,7,61,16.69,64.16,0.694,4.43,25.67,10.691
2023-03-02 08:00:00,8,61,18.07,51.27,0.293,4.67,137.21,60.919
2023-03-02 09:00:00,9,61,18.56,46.53,0.23,3.27,296.45,133.693
2023-03-02 10:00:00,10,61,14.79,45.57,0.289,2.78,404.54,180.697
2023-03-02 11:00:00,11,61,23.25,46.59,0.473,4.08,388.27,174.152
2023-03-02 12:00:00,12,61,20.31,38.26,0.337,4.97,484.38,218.368
2023-03-02 13:00:00,13,61,20.99,35.73,0.273,3.22,531.46,238.268
2023-03-02 14:00:00,14,61,20.62,47.29,0.683,5.59,308.77,139.814
2023-03-02 15:00:00,15,61,18.99,38.32,0.335,5.13,358.12,162.192
2023-03-02 16:00:00,16,61,19.42,60.67,0.866,5.1,124.22,55.615
2023-03-02 17:00:00,17,61,17.64,57.75,0.38,3.26,141.39,62.289
2023-03-02 18:00:00,18,61,15.12,74.0,0.753,5.67,16.39,6.43
2023-03-02 19:00:00,19,61,15.63,69.61,0.439,3.49,7.69,0.0
2023-03-02 20:00:00,20,61,15.36,80.41,0.572,3.44,0.0,0.0
2023-03-02 21:00:00,21,61,16.8,68.08,0.201,2.89,5.16,0.0
2023-03-02 22:00:00,22,61,13.4,67.14,0.173,3.23,26.9,0.0
2023-03-02 23:00:00,23,61,14.2,71.05,0.461,5.19,8.41,0.0
2023-03-03 00:00:00,0,62,16.6,74.06,0.569,4.42,0.57,0.0
2023-03-03 01:00:00,1,62,14.55,66.11,0.361,5.66,0.0,0.0
2023-03-03 02:00:00,2,62,14.16,61.87,0.069,4.4,0.0,0.0
2023-03-03 03:00:00,3,62,14.63,70.66,0.053,5.09,4.63,0.0
2023-03-03 04:00:00,4,62,15.36,60.41,0.038,4.09,1.4,0.0
2023-03-03 05:00:00,5,62,15.37,53.34,0.0,2.06,0.0,0.0
2023-03-03 06:00:00,6,62,15.2,71.0,0.376,3.39,3.74,0.0
2023-03-03 07:00:00,7,62,14.75,73.1,0.599,4.31,13.3,5.836
2023-03-03 08:00:00,8,62,18.97,58.18,0.349,4.98,133.45,60.6
2023-03-03 09:00:00,9,62,21.16,35.39,0.0,3.94,365.27,165.689
2023-03-03 10:00:00,10,62,17.41,52.8,0.31,3.39,377.49,168.825
2023-03-03 11:00:00,11,62,18.73,44.37,0.316,4.88,452.03,204.649
2023-03-03 12:00:00,12,62,22.97,49.92,0.813,4.87,244.13,110.456
2023-03-03 13:00:00,13,62,23.82,41.78,0.031,4.08,637.01,287.577
2023-03-03 14:00:00,14,62,17.86,32.1,0.266,3.6,476.38,214.543
2023-03-03 15:00:00,15,62,21.5,55.27,0.727,4.45,238.59,107.996
2023-03-03 16:00:00,16,62,21.62,51.09,0.451,4.61,232.4,103.914
2023-03-03 17:00:00,17,62,16.52,67.41,0.476,6.13,141.83,63.442
2023-03-03 18:00:00,18,62,18.67,65.49,0.377,4.88,16.57,7.826
2023-03-03 19:00:00,19,62,15.25,64.16,0.424,4.12,19.36,0.0
2023-03-03 20:00:00,20,62,15.99,76.15,0.523,4.86,0.0,0.0
2023-03-03 21:00:00,21,62,14.44,51.18,0.174,3.75,0.0,0.0
2023-03-03 22:00:00,22,62,17.02,73.44,0.545,3.46,0.0,0.0
2023-03-03 23:00:00,23,62,16.77,54.68,0.05,4.15,33.89,0.0
2023-03-04 00:00:00,0,63,18.21,66.0,0.415,3.65,0.0,0.0
2023-03-04 01:00:00,1,63,17.78,66.45,0.382,4.56,31.06,0.0
2023-03-04 02:00:00,2,63,15.61,68.7,0.208,2.73,12.95,0.0
2023-03-04 03:00:00,3,63,20.28,77.78,0.338,5.22,0.0,0.0
2023-03-04 04:00:00,4,63,17.65,55.23,0.206,2.57,0.0,0.0
2023-03-04 05:00:00,5,63,16.43,64.38,0.107,3.23,2.88,0.0
2023-03-04 06:00:00,6,63,14.13,76.32,0.265,3.81,1.56,0.0
2023-03-04 07:00:00,7,63,14.11,55.88,0.1,4.57,38.25,18.027
2023-03-04 08:00:00,8,63,15.75,55.54,0.414,5.96,125.42,55.883
2023-03-04 09:00:00,9,63,17.87,47.76,0.09,2.8,353.26,160.562
2023-03-04 10:00:00,10,63,22.45,54.31,0.5,3.67,314.54,141.541
2023-03-04 11:00:00,11,63,21.9,41.86,0.083,4.07,577.85,260.576
2023-03-04 12:00:00,12,63,20.65,37.79,0.219,3.2,559.67,253.354
2023-03-04 13:00:00,13,63,21.37,35.32,0.206,2.59,564.98,254.862
2023-03-04 14:00:00,14,63,20.78,56.18,0.635,4.28,351.32,157.935
2023-03-04 15:00:00,15,63,21.58,44.61,0.416,3.74,352.28,157.507
2023-03-04 16:00:00,16,63,17.96,41.13,0.297,4.4,314.68,144.342
2023-03-04 17:00:00,17,63,18.44,52.22,0.453,4.48,139.51,63.299
2023-03-04 18:00:00,18,63,16.86,53.86,0.0,3.0,38.03,19.395
2023-03-04 19:00:00,19,63,14.35,74.14,0.334,3.7,18.66,0.0
2023-03-04 20:00:00,20,63,18.0,69.71,0.783,4.76,0.0,0.0
2023-03-04 21:00:00,21,63,15.18,75.05,0.372,5.52,22.87,0.0
2023-03-04 22:00:00,22,63,14.13,73.7,0.358,4.28,0.0,0.0
2023-03-04 23:00:00,23,63,16.9,70.4,0.464,5.72,0.0,0.0
2023-03-05 00:00:00,0,64,15.81,57.89,0.532,6.32,1.53,0.0
2023-03-05 01:00:00,1,64,16.35,54.08,0.0,3.49,22.02,0.0
2023-03-05 02:00:00,2,64,13.96,56.83,0.0,4.79,0.0,0.0
2023-03-05 03:00:00,3,64,16.95,76.27,0.381,3.48,8.7,0.0
2023-03-05 04:00:00,4,64,18.99,60.7,0.177,3.37,0.0,0.0
2023-03-05 05:00:00,5,64,13.84,68.6,0.623,5.53,14.16,0.0
2023-03-05 06:00:00,6,64,16.26,66.25,0.265,3.38,0.0,0.0
2023-03-05 07:00:00,7,64,15.34,49.69,0.0,3.78,52.13,25.281
2023-03-05 08:00:00,8,64,22.06,51.42,0.056,4.84,181.64,82.641
2023-03-05 09:00:00,9,64,21.24,40.79,0.0,4.92,344.86,157.461
2023-03-05 10:00:00,10,64,20.92,59.27,0.283,4.31,366.97,165.515
2023-03-05 11:00:00,11,64,19.43,38.18,0.293,4.94,458.36,208.311
2023-03-05 12:00:00,12,64,20.2,49.69,0.241,4.41,545.76,247.29
2023-03-05 13:00:00,13,64,22.8,40.95,0.572,4.69,390.13,176.118
2023-03-05 14:00:00,14,64,19.23,50.18,0.598,4.57,365.5,163.632
2023-03-05 15:00:00,15,64,18.5,48.61,0.297,4.59,382.73,173.507
2023-03-05 16:00:00,16,64,19.4,45.49,0.0,3.04,346.56,156.822
2023-03-05 17:00:00,17,64,18.23,60.24,0.47,5.42,106.18,46.91
2023-03-05 18:00:00,18,64,17.09,70.18,0.457,3.52,44.46,20.248
2023-03-05 19:00:00,19,64,15.07,70.14,0.403,5.16,8.57,0.0
2023-03-05 20:00:00,20,64,17.11,70.15,0.55,4.91,6.71,0.0
2023-03-05 21:00:00,21,64,14.44,58.19,0.078,2.44,5.17,0.0
2023-03-05 22:00:00,22,64,16.67,74.7,0.776,6.46,0.0,0.0
2023-03-05 23:00:00,23,64,16.05,61.58,0.123,3.96,20.38,0.0
2023-03-06 00:00:00,0,65,16.75,68.83,0.491,5.43,0.0,0.0
2023-03-06 01:00:00,1,65,17.62,60.38,0.0,2.37,0.0,0.0
2023-03-06 02:00:00,2,65,15.16,55.38,0.121,2.77,0.0,0.0
2023-03-06 03:00:00,3,65,14.85,68.05,0.66,6.28,0.0,0.0
2023-03-06 04:00:00,4,65,13.31,69.53,0.269,4.07,0.0,0.0
2023-03-06 05:00:00,5,65,12.82,58.96,0.511,4.16,0.0,0.0
2023-03-06 06:00:00,6,65,15.58,73.55,0.378,4.5,0.0,0.0
2023-03-06 07:00:00,7,65,16.47,60.0,0.303,3.87,23.03,10.776
2023-03-06 08:00:00,8,65,16.51,71.3,0.626,6.49,79.82,37.829
2023-03-06 09:00:00,9,65,18.19,56.39,0.274,3.28,290.06,132.436
2023-03-06 10:00:00,10,65,22.89,38.53,0.0,3.59,492.61,222.565
2023-03-06 11:00:00,11,65,22.7,38.77,0.149,3.37,571.42,259.714
2023-03-06 12:00:00,12,65,19.9,52.12,0.447,3.61,463.1,210.773
2023-03-06 13:00:00,13,65,21.13,49.84,0.413,5.08,467.29,211.759
2023-03-06 14:00:00,14,65,22.0,41.77,0.0,2.41,624.79,280.654
2023-03-06 15:00:00,15,65,19.67,49.22,0.167,3.24,455.24,204.939
2023-03-06 16:00:00,16,65,18.28,43.3,0.198,3.96,297.66,134.576
2023-03-06 17:00:00,17,65,17.63,56.37,0.246,3.89,156.81,70.458
2023-03-06 18:00:00,18,65,18.26,53.35,0.023,4.79,63.73,27.665
2023-03-06 19:00:00,19,65,17.62,58.19,0.188,4.42,17.14,0.0
2023-03-06 20:00:00,20,65,14.74,64.13,0.166,2.62,0.0,0.0
2023-03-06 21:00:00,21,65,16.54,67.85,0.496,3.67,34.44,0.0
2023-03-06 22:00:00,22,65,15.84,69.25,0.504,5.02,0.0,0.0
2023-03-06 23:00:00,23,65,14.33,63.38,0.294,3.41,0.0,0.0
2023-03-07 00:00:00,0,66,15.51,58.35,0.231,3.17,25.84,0.0
2023-03-07 01:00:00,1,66,14.06,75.45,0.348,5.83,10.93,0.0
2023-03-07 02:00:00,2,66,17.7,63.53,0.138,4.47,2.78,0.0
2023-03-07 03:00:00,3,66,18.29,54.09,0.065,3.07,12.15,0.0
2023-03-07 04:00:00,4,66,15.34,63.12,0.111,2.36,0.0,0.0
2023-03-07 05:00:00,5,66,14.99,71.16,0.178,4.83,0.0,0.0
2023-03-07 06:00:00,6,66,17.54,66.02,0.061,3.89,0.0,0.0
2023-03-07 07:00:00,7,66,18.57,61.2,0.353,3.82,25.34,11.46
2023-03-07 08:00:00,8,66,16.58,57.52,0.478,4.78,111.64,50.707
2023-03-07 09:00:00,9,66,19.39,40.0,0.0,4.69,351.43,159.578
2023-03-07 10:00:00,10,66,20.63,42.91,0.323,3.0,376.59,169.102
2023-03-07 11:00:00,11,66,20.35,38.98,0.269,4.87,487.81,219.855
2023-03-07 12:00:00,12,66,22.49,35.72,0.393,5.57,485.21,220.965
2023-03-07 13:00:00,13,66,20.86,39.29,0.315,4.35,527.61,239.353
2023-03-07 14:00:00,14,66,20.69,38.62,0.0,4.88,624.48,282.396
2023-03-07 15:00:00,15,66,20.57,38.89,0.04,2.79,455.36,203.357
2023-03-07 16:00:00,16,66,17.38,52.35,0.324,4.97,257.64,114.063
2023-03-07 17:00:00,17,66,15.17,69.42,0.544,4.63,101.69,45.913
2023-03-07 18:00:00,18,66,18.12,65.92,0.0,3.14,66.65,30.013
2023-03-07 19:00:00,19,66,14.85,67.53,0.393,4.89,0.0,0.0
2023-03-07 20:00:00,20,66,19.16,75.98,0.579,5.28,0.0,0.0
2023-03-07 21:00:00,21,66,18.92,64.84,0.284,3.81,10.33,0.0
2023-03-07 22:00:00,22,66,15.2,66.33,0.438,4.22,1.37,0.0
2023-03-07 23:00:00,23,66,19.47,57.67,0.163,3.85,37.72,0.0
2023-03-08 00:00:00,0,67,17.48,66.09,0.283,5.69,0.0,0.0
2023-03-08 01:00:00,1,67,15.11,65.42,0.0,4.4,0.0,0.0
2023-03-08 02:00:00,2,67,12.2,53.63,0.0,3.1,0.0,0.0
2023-03-08 03:00:00,3,67,17.11,68.89,0.516,4.38,0.0,0.0
2023-03-08 04:00:00,4,67,16.12,60.17,0.092,4.92,0.0,0.0
2023-03-08 05:00:00,5,67,16.72,65.41,0.209,4.86,0.0,0.0
2023-03-08 06:00:00,6,67,15.73,61.39,0.004,3.97,2.79,0.0
2023-03-08 07:00:00,7,67,15.14,59.42,0.0,4.14,49.94,23.434
2023-03-08 08:00:00,8,67,17.73,65.33,0.271,2.85,157.6,68.169
2023-03-08 09:00:00,9,67,20.79,43.4,0.148,2.65,341.32,153.553
2023-03-08 10:00:00,10,67,20.3,43.38,0.392,3.93,369.61,167.806
2023-03-08 11:00:00,11,67,21.08,46.31,0.408,4.44,445.2,199.956
2023-03-08 12:00:00,12,67,19.74,50.07,0.379,5.08,491.52,222.921
2023-03-08 13:00:00,13,67,22.16,35.13,0.361,5.25,503.02,228.162
2023-03-08 14:00:00,14,67,19.95,51.68,0.656,6.29,330.78,150.427
2023-03-08 15:00:00,15,67,22.21,40.64,0.074,3.0,466.14,209.75
2023-03-08 16:00:00,16,67,18.63,54.99,0.297,4.99,272.11,124.056
2023-03-08 17:00:00,17,67,17.93,64.74,0.558,6.38,116.42,53.264
2023-03-08 18:00:00,18,67,20.1,68.72,0.587,4.09,28.04,13.02
2023-03-08 19:00:00,19,67,15.61,62.44,0.0,2.21,0.0,0.0
2023-03-08 20:00:00,20,67,15.41,61.51,0.24,5.29,11.43,0.0
2023-03-08 21:00:00,21,67,16.95,76.16,0.608,3.92,21.59,0.0
2023-03-08 22:00:00,22,67,13.4,75.35,0.421,5.21,20.45,0.0
2023-03-08 23:00:00,23,67,17.95,67.54,0.352,4.04,0.0,0.0
2023-03-09 00:00:00,0,68,17.68,63.01,0.253,3.7,12.75,0.0
2023-03-09 01:00:00,1,68,16.98,63.59,0.216,5.36,0.0,0.0
2023-03-09 02:00:00,2,68,11.13,71.23,0.364,3.96,1.06,0.0
2023-03-09 03:00:00,3,68,15.8,64.69,0.245,3.84,16.53,0.0
2023-03-09 04:00:00,4,68,14.28,59.82,0.291,2.77,20.11,0.0
2023-03-09 05:00:00,5,68,17.88,71.12,0.318,3.34,0.0,0.0
2023-03-09 06:00:00,6,68,17.77,58.11,0.151,3.46,0.0,0.0
2023-03-09 07:00:00,7,68,17.56,67.21,0.418,5.04,56.33,26.35
2023-03-09 08:00:00,8,68,16.68,59.93,0.942,4.55,57.11,24.906
2023-03-09 09:00:00,9,68,22.09,45.32,0.0,3.05,319.85,143.207
2023-03-09 10:00:00,10,68,20.56,47.26,0.372,4.03,377.88,168.496
2023-03-09 11:00:00,11,68,24.44,29.73,0.133,4.71,552.83,248.091
2023-03-09 12:00:00,12,68,22.54,45.43,0.427,3.89,463.05,208.019
2023-03-09 13:00:00,13,68,22.9,35.92,0.311,5.45,536.46,242.673
2023-03-09 14:00:00,14,68,21.04,46.69,0.468,6.0,379.51,173.109
2023-03-09 15:00:00,15,68,23.06,49.29,0.559,4.06,310.42,141.001
2023-03-09 16:00:00,16,68,20.76,44.23,0.343,3.99,248.33,112.757
2023-03-09 17:00:00,17,68,20.65,56.19,0.549,5.57,106.16,47.879
2023-03-09 18:00:00,18,68,17.24,51.91,0.0,2.81,54.06,27.047
2023-03-09 19:00:00,19,68,16.12,77.92,0.65,6.1,0.0,0.0
2023-03-09 20:00:00,20,68,17.08,71.84,0.383,5.88,0.0,0.0
2023-03-09 21:00:00,21,68,18.36,81.72,0.538,5.24,5.02,0.0
2023-03-09 22:00:00,22,68,17.72,58.08,0.032,2.56,7.94,0.0
2023-03-09 23:00:00,23,68,16.4,59.63,0.118,2.3,0.0,0.0
2023-03-10 00:00:00,0,69,13.53,67.16,0.324,4.04,9.29,0.0
2023-03-10 01:00:00,1,69,17.53,63.99,0.288,3.4,60.43,0.0
2023-03-10 02:00:00,2,69,14.15,64.17,0.354,5.21,0.0,0.0
2023-03-10 03:00:00,3,69,16.36,70.88,0.531,4.74,0.0,0.0
2023-03-10 04:00:00,4,69,16.14,63.52,0.0,3.9,16.85,0.0
2023-03-10 05:00:00,5,69,14.18,59.56,0.506,5.08,0.0,0.0
2023-03-10 06:00:00,6,69,16.87,63.02,0.294,2.84,5.54,0.0
2023-03-10 07:00:00,7,69,20.33,54.67,0.247,4.74,49.5,21.018
2023-03-10 08:00:00,8,69,18.14,49.66,0.0,4.48,200.23,92.271
2023-03-10 09:00:00,9,69,21.11,55.0,0.403,4.42,260.37,117.618
2023-03-10 10:00:00,10,69,24.6,45.75,0.0,3.75,543.56,243.688
2023-03-10 11:00:00,11,69,23.15,43.43,0.435,3.52,416.33,189.062
2023-03-10 12:00:00,12,69,21.29,35.75,0.0,3.98,711.16,323.134
2023-03-10 13:00:00,13,69,22.62,32.88,0.304,5.58,514.68,235.054
2023-03-10 14:00:00,14,69,22.58,37.92,0.266,4.8,510.73,231.717
2023-03-10 15:00:00,15,69,23.22,52.19,0.549,3.42,311.84,142.155
2023-03-10 16:00:00,16,69,21.78,43.04,0.253,3.56,296.34,134.396
2023-03-10 17:00:00,17,69,14.45,59.4,0.139,5.21,194.32,86.85
2023-03-10 18:00:00,18,69,15.81,62.97,0.181,4.46,43.52,21.018
2023-03-10 19:00:00,19,69,16.21,66.92,0.572,4.4,4.99,0.0
2023-03-10 20:00:00,20,69,14.79,60.79,0.41,4.83,0.0,0.0
2023-03-10 21:00:00,21,69,10.76,60.55,0.207,3.01,0.0,0.0
2023-03-10 22:00:00,22,69,15.22,60.3,0.24,5.37,0.0,0.0
2023-03-10 23:00:00,23,69,16.31,53.92,0.0,3.17,0.0,0.0
2023-03-11 00:00:00,0,70,15.64,60.35,0.369,3.5,0.0,0.0
2023-03-11 01:00:00,1,70,14.94,58.85,0.0,2.22,28.02,0.0
2023-03-11 02:00:00,2,70,16.49,72.64,0.449,3.23,0.0,0.0
2023-03-11 03:00:00,3,70,16.95,62.68,0.312,4.72,0.0,0.0
2023-03-11 04:00:00,4,70,15.73,78.4,0.809,6.07,0.0,0.0
2023-03-11 05:00:00,5,70,18.49,59.19,0.042,4.08,30.67,0.0
2023-03-11 06:00:00,6,70,16.52,68.28,0.261,3.6,0.0,0.0
2023-03-11 07:00:00,7,70,15.91,66.39,0.679,6.08,15.63,6.339
2023-03-11 08:00:00,8,70,17.04,62.75,0.546,5.88,111.83,48.216
2023-03-11 09:00:00,9,70,19.77,47.99,0.131,4.14,329.96,152.726
2023-03-11 10:00:00,10,70,22.86,53.64,0.333,4.68,386.37,175.155
2023-03-11 11:00:00,11,70,20.74,45.38,0.284,3.29,479.6,215.929
2023-03-11 12:00:00,12,70,23.27,43.41,0.346,5.44,528.56,238.693
2023-03-11 13:00:00,13,70,22.52,30.46,0.13,2.58,611.6,276.203
2023-03-11 14:00:00,14,70,24.97,39.56,0.264,5.07,521.5,234.738
2023-03-11 15:00:00,15,70,21.78,36.16,0.0,3.26,501.09,225.317
2023-03-11 16:00:00,16,70,19.04,46.94,0.313,3.08,285.07,129.08
2023-03-11 17:00:00,17,70,19.83,58.16,0.383,3.14,128.63,56.964
2023-03-11 18:00:00,18,70,18.37,62.61,0.234,5.55,30.23,12.295
2023-03-11 19:00:00,19,70,15.84,61.4,0.0,3.71,7.22,0.0
2023-03-11 20:00:00,20,70,14.69,76.33,0.501,4.59,17.71,0.0
2023-03-11 21:00:00,21,70,17.24,69.7,0.364,5.69,27.34,0.0
2023-03-11 22:00:00,22,70,16.53,56.34,0.124,3.7,5.6,0.0
2023-03-11 23:00:00,23,70,14.16,65.45,0.222,5.1,0.0,0.0
2023-03-12 00:00:00,0,71,16.94,62.92,0.0,4.56,0.0,0.0
2023-03-12 01:00:00,1,71,15.6,67.31,0.05,4.37,0.0,0.0
2023-03-12 02:00:00,2,71,14.28,62.37,0.157,2.68,9.31,0.0
2023-03-12 03:00:00,3,71,16.03,70.19,0.546,6.23,0.0,0.0
2023-03-12 04:00:00,4,71,18.48,68.09,0.135,4.22,0.14,0.0
